Name			Leak	TPR		FPR		Acc		DT
Scenario-100 	yes		1.000	1.000	0.182	[0, 0, 0, 0, 0]
Scenario-102 	yes		1.000	1.000	0.032	[0]
Scenario-109 	yes		1.000	1.000	0.606	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Scenario-128 	yes		1.000	1.000	0.491	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Scenario-129 	yes		1.000	1.000	0.661	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Scenario-131 	yes		1.000	1.000	0.234	[0, 0, 0, 0, 0]
Scenario-76  	yes		1.000	1.000	0.127	[0, 0, 0]
Scenario-87  	yes		1.000	1.000	0.258	[0, 0, 0, 0, 0, 0]
